parent class,rdfs:label,IRI
Organism (organism),Family Methanosaetaceae (organism),http://snomed.info/id/434644006
Organism (organism),Small round virus (organism),http://snomed.info/id/243630009
Organism (organism),Shellfish (organism),http://snomed.info/id/54787006
Organism (organism),Lecophagus (organism),http://snomed.info/id/419921000
Organism (organism),Genus Avihepadnavirus (organism),http://snomed.info/id/417623009
Organism (organism),Curvicladium (organism),http://snomed.info/id/420142007
Organism (organism),Class Betaproteobacteria (organism),http://snomed.info/id/409853001
Organism (organism),Phylum Synergistetes (organism),http://snomed.info/id/18671000087101
Organism (organism),Arterivirus (organism),http://snomed.info/id/370583003
Organism (organism),Class Archiacanthocephala (organism),http://snomed.info/id/422262004
Organism (organism),Family Birnaviridae (organism),http://snomed.info/id/422974005
Organism (organism),Genus Aquabirnavirus (organism),http://snomed.info/id/422827000
Organism (organism),Family Hydrogenothermaceae (organism),http://snomed.info/id/434794002
Organism (organism),Human spongiform encephalopathy agent (organism),http://snomed.info/id/243638002
Organism (organism),Genus Alphanodavirus (organism),http://snomed.info/id/422384001
Organism (organism),Spore of kingdom Fungi (organism),http://snomed.info/id/46901008
Organism (organism),Family Hepeviridae (organism),http://snomed.info/id/407360005
Organism (organism),Plant producing stimulant (organism),http://snomed.info/id/62541001
Organism (organism),Bacterium (organism),http://snomed.info/id/41146007
Organism (organism),Order Methanomicrobiales (organism),http://snomed.info/id/115209004
Organism (organism),Class Chrysiogenetes (organism),http://snomed.info/id/434391007
Organism (organism),Family Hantaviridae (organism),http://snomed.info/id/735352004
Organism (organism),Family Caldilineaceae (organism),http://snomed.info/id/434498000
Organism (organism),Genus Methanolacinia (organism),http://snomed.info/id/433209005
Organism (organism),Class Acidobacteria (organism),http://snomed.info/id/426810005
Organism (organism),Multidrug-resistant bacteria (organism),http://snomed.info/id/713351000
Organism (organism),Plantain mottle virus (organism),http://snomed.info/id/90158000
Organism (organism),Family Vibrionaceae (organism),http://snomed.info/id/115077009
Organism (organism),Class Asteroidea (organism),http://snomed.info/id/421828008
Organism (organism),Budding yeast (organism),http://snomed.info/id/264397001
Organism (organism),Subfamily Entomopoxvirinae (organism),http://snomed.info/id/422688006
Organism (organism),Genus Orthopoxvirus (organism),http://snomed.info/id/29724001
Organism (organism),Plant producing lectins (organism),http://snomed.info/id/59623002
Organism (organism),Subclass Dothideomycetidae (organism),http://snomed.info/id/427218001
Organism (organism),Genus Avastrovirus (organism),http://snomed.info/id/423639004
Organism (organism),Genus Polyxenus (organism),http://snomed.info/id/29820003
Organism (organism),Genus Caulimovirus (organism),http://snomed.info/id/423608001
Organism (organism),Sexual spore of Kingdom Fungi (organism),http://snomed.info/id/2870003
Organism (organism),Phylum Actinobacteria (organism),http://snomed.info/id/409823008
Organism (organism),Insect iridescent virus 25 (organism),http://snomed.info/id/18993003
Organism (organism),Genus Leporipoxvirus (organism),http://snomed.info/id/71511002
Organism (organism),Family Vahlkampfiidae (organism),http://snomed.info/id/106602001
Organism (organism),Class Exobasidiomycetes (organism),http://snomed.info/id/710271006
Organism (organism),Genus Gyrovirus (organism),http://snomed.info/id/417387000
Organism (organism),Rhizosphaera (organism),http://snomed.info/id/419962006
Organism (organism),Macrophoma (organism),http://snomed.info/id/418853003
Organism (organism),Gonometa virus (organism),http://snomed.info/id/44235000
Organism (organism),Rhynchosporium (organism),http://snomed.info/id/417879009
Organism (organism),Encephalitozoon (organism),http://snomed.info/id/22134004
Organism (organism),Elapid herpesvirus (organism),http://snomed.info/id/116504001
Organism (organism),Family Poxviridae (organism),http://snomed.info/id/424976006
Organism (organism),Family Dictyoglomaceae (organism),http://snomed.info/id/434496001
Organism (organism),Enveloped single-stranded ribonucleic acid virus with a deoxyribonucleic acid step in life-cycle (organism),http://snomed.info/id/243594009
Organism (organism),Ciliate (organism),http://snomed.info/id/40006009
Organism (organism),Sclerotium (organism),http://snomed.info/id/419168006
Organism (organism),Family Victivallaceae (organism),http://snomed.info/id/441271001
Organism (organism),Genus Erbovirus (organism),http://snomed.info/id/407353004
Organism (organism),Microsporidium (organism),http://snomed.info/id/243662007
Organism (organism),Paramyxa (organism),http://snomed.info/id/52993009
Organism (organism),Tadpole edema virus LT2 (organism),http://snomed.info/id/78207000
Organism (organism),Chlorococcum (organism),http://snomed.info/id/26913007
Organism (organism),Genus Blastocystis (organism),http://snomed.info/id/7104002
Organism (organism),Order Verrucomicrobiales (organism),http://snomed.info/id/427375008
Organism (organism),Plant producing skin irritants (organism),http://snomed.info/id/34676000
Organism (organism),Class Saccharomycetes (organism),http://snomed.info/id/426043008
Organism (organism),Kendrickiella (organism),http://snomed.info/id/419824007
Organism (organism),Class Chilopoda (organism),http://snomed.info/id/106867007
Organism (organism),Frog virus 7 (organism),http://snomed.info/id/59735009
Organism (organism),Ascospore of kingdom Fungi (organism),http://snomed.info/id/52471008
Organism (organism),Class Ascomycetes (organism),http://snomed.info/id/426192000
Organism (organism),Plant producing furanosesquiterpenoids (organism),http://snomed.info/id/31393005
Organism (organism),Mycoplasma virus group (organism),http://snomed.info/id/34621007
Organism (organism),Genus Plectosporium (organism),http://snomed.info/id/709670002
Organism (organism),Spurge olive (organism),http://snomed.info/id/262171001
Organism (organism),Genus Avihepatovirus (organism),http://snomed.info/id/450855008
Organism (organism),Matricaria nigellifolia (organism),http://snomed.info/id/312430000
Organism (organism),Pseudotaeniolina (organism),http://snomed.info/id/418725006
Organism (organism),Tadpole edema virus T11 (organism),http://snomed.info/id/59453002
Organism (organism),Plant producing phytotoxin (organism),http://snomed.info/id/21650006
Organism (organism),Stangeria (organism),http://snomed.info/id/50317008
Organism (organism),Superphylum Chlamydiae/Verrucomicrobia group (organism),http://snomed.info/id/427433006
Organism (organism),Genus Pyrococcus (organism),http://snomed.info/id/437816002
Organism (organism),Erve virus (organism),http://snomed.info/id/285357004
Organism (organism),Genus Methanosphaera (organism),http://snomed.info/id/430066005
Organism (organism),Tectivirus group (organism),http://snomed.info/id/57929008
Organism (organism),Insect iridescent virus 22 (organism),http://snomed.info/id/83063001
Organism (organism),Frog virus 13 (organism),http://snomed.info/id/7228008
Organism (organism),Cephalopod (organism),http://snomed.info/id/56652000
Organism (organism),Glugea (organism),http://snomed.info/id/38316005
Organism (organism),Plant producing isoquinoline alkaloids (organism),http://snomed.info/id/54327007
Organism (organism),Gram-variable coccobacillus (organism),http://snomed.info/id/301782009
Organism (organism),Marteilia (organism),http://snomed.info/id/68127005
Organism (organism),Family Roniviridae (organism),http://snomed.info/id/423950003
Organism (organism),Corn virus (organism),http://snomed.info/id/15667009
Organism (organism),Genus Palaeococcus (organism),http://snomed.info/id/431016005
Organism (organism),Family Nimaviridae (organism),http://snomed.info/id/425086002
Organism (organism),Order Fusobacterales (organism),http://snomed.info/id/427575009
Organism (organism),St John's wort family (organism),http://snomed.info/id/272604005
Organism (organism),Genus Methanocaldococcus (organism),http://snomed.info/id/433073001
Organism (organism),Family Myxotrichaceae (organism),http://snomed.info/id/415916009
Organism (organism),Sporocyst of kingdom Protozoa (organism),http://snomed.info/id/264574003
Organism (organism),Phylum Deuteromycota (organism),http://snomed.info/id/106565008
Organism (organism),Class Methanopyri (organism),http://snomed.info/id/432458001
Organism (organism),Class Hepaticopsida (organism),http://snomed.info/id/421813008
Organism (organism),Picorna-like virus (organism),http://snomed.info/id/407351002
Organism (organism),Order Methanobacteriales (organism),http://snomed.info/id/115207002
Organism (organism),Class Arachnida (organism),http://snomed.info/id/76222001
Organism (organism),Subclass Zoantharia (organism),http://snomed.info/id/421641005
Organism (organism),Phylum Acanthocephala (organism),http://snomed.info/id/11950008
Organism (organism),Sobemovirus group (organism),http://snomed.info/id/59662006
Organism (organism),AmpC beta-lactamase producing bacteria (organism),http://snomed.info/id/870561008
Organism (organism),Order Saprolegniales (organism),http://snomed.info/id/425665003
Organism (organism),Family Lipothrixviridae (organism),http://snomed.info/id/425101006
Organism (organism),Family Arenaviridae (organism),http://snomed.info/id/243624009
Organism (organism),Phylum Orthonectida (organism),http://snomed.info/id/421370009
Organism (organism),Genus Thetapapillomavirus (organism),http://snomed.info/id/424618003
Organism (organism),Potato virus X (organism),http://snomed.info/id/423418004
Organism (organism),Genus Yatapoxvirus (organism),http://snomed.info/id/422449001
Organism (organism),Campylobacter-like species (organism),http://snomed.info/id/372380008
Organism (organism),Family Partitiviridae (organism),http://snomed.info/id/424014002
Organism (organism),Genus Carlavirus (organism),http://snomed.info/id/423330006
Organism (organism),Order Basidiobolales (organism),http://snomed.info/id/428022002
Organism (organism),Schizont of kingdom Protozoa (organism),http://snomed.info/id/284701003
Organism (organism),Division Cycadophyta (organism),http://snomed.info/id/420530008
Organism (organism),Ovine balanoposthitis virus (organism),http://snomed.info/id/10578006
Organism (organism),Family Thermaceae (organism),http://snomed.info/id/434141004
Organism (organism),Amaryllis (organism),http://snomed.info/id/261274001
Organism (organism),Chlorophyta (organism),http://snomed.info/id/699672008
Organism (organism),Phylum Basidiomycota (organism),http://snomed.info/id/106559008
Organism (organism),Plant producing azoxy glycoside (organism),http://snomed.info/id/34523000
Organism (organism),Genus Omicronpapillomavirus (organism),http://snomed.info/id/424375000
Organism (organism),Frog virus 23 (organism),http://snomed.info/id/65622004
Organism (organism),Bulbous perennials (organism),http://snomed.info/id/272597002
Organism (organism),Phylum Microsporidia (organism),http://snomed.info/id/418382009
Organism (organism),"Houseplants, garden ornamentals and exotics (organism)",http://snomed.info/id/272606007
Organism (organism),Gelidium robustum (organism),http://snomed.info/id/110395001
Organism (organism),Woodchuck hepatitis B virus (organism),http://snomed.info/id/49373002
Organism (organism),Genus Potexvirus (organism),http://snomed.info/id/424737002
